indicator_id;strand_id;indicator_code;indicator_text
512103;512001;SOC_STUD_IND_1_3;Ability to explain how the four seasons influence human activities in the county.
512104;512001;SOC_STUD_IND_1_4;Ability to explain the importance of the main historic built environments in the county.
512201;512002;SOC_STUD_IND_2_1;Ability to explain the benefits of interdependence of people in the county.
512202;512002;SOC_STUD_IND_2_2;Ability to describe patterns of population distribution in the county.
512301;512003;SOC_STUD_IND_3_1;Ability to identify the six aspects of traditional culture in the county.
512302;512003;SOC_STUD_IND_3_2;Ability to describe aspects of traditional culture in the county.
512303;512003;SOC_STUD_IND_3_3;Ability to narrate the history of the school.
512401;512004;SOC_STUD_IND_4_1;Ability to explain the importance of economic activities carried out in the county.
512402;512004;SOC_STUD_IND_4_2;Ability to identify industries in the county.
512403;512004;SOC_STUD_IND_4_3;Ability to identify the projects that can be initiated at school.
512501;512005;SOC_STUD_IND_5_1;Ability to identify qualities of good citizenship in school.
512502;512005;SOC_STUD_IND_5_2;Ability to develop strategies of living in peace with others in school.
512503;512005;SOC_STUD_IND_5_3;Ability to explain effects of the seven forms of child abuse in the community.
512504;512005;SOC_STUD_IND_5_4;Ability to identify democratic processes in school.
512505;512005;SOC_STUD_IND_5_5;Ability to describe the functions of the Children’s Government in school.
512506;512005;SOC_STUD_IND_5_6;Ability to demonstrate qualities of good leadership in the community.
512507;512005;SOC_STUD_IND_5_7;Ability to explain the roles of a member of county assembly.
601101;601001;ENG_IND_1_1;Ability to listen actively to a variety of oral texts to gain information.
601102;601001;ENG_IND_1_2;Ability to listen and participate actively in conversations in various settings for self-expression and effective communication.
601103;601001;ENG_IND_1_3;Ability to speak accurately with expression and at the right speed, with minimum hesitation for fluency in communication.
601201;601002;ENG_IND_2_1;Ability to read about 300 words fluently and accurately, at the right speed and with expression for effective communication.
601202;601002;ENG_IND_2_2;Ability to read grade-appropriate visuals, print and digital texts for comprehension and information.
601203;601002;ENG_IND_2_3;Ability to read a variety of grade-appropriate visual, digital and print texts for lifelong learning.
601301;601003;ENG_IND_3_1;Ability to use grammatical forms to communicate ideas, opinions and emotions appropriately in different settings for effective communication.
601401;601004;ENG_IND_4_1;Ability to use punctuation, paragraphing and spelling correctly for effective communication.
601402;601004;ENG_IND_4_2;Ability to write a variety of writings using the correct formats for effective communication.
601403;601004;ENG_IND_4_3;Ability to write creative works clearly and expressively for effective communication.
602101;602001;KIS_KSL_IND_1_1;Kuweza kuwasiliana kwa matamshi bora (Matamshi ya sauti zinazokaribiana: p/b, t/d, k/g, ch/j)
602102;602001;KIS_KSL_IND_1_2;Kuweza kuzungumza kwa ufasaha (Kwa kutumia maneno ya upole na mazungumzo ya kimikakati)
602103;602001;KIS_KSL_IND_1_3;Kuweza kusikiliza na kujibu ipasavyo (Maamkizi na maagano, ushairi, masimulizi)
602104;602001;KIS_KSL_IND_1_4;Kuweza kutumia lugha kiubunifu (Vitendawili, methali, nahau, visawe, tashbihi)
602201;602002;KIS_KSL_IND_2_1;Kuweza kusoma kwa ufasaha (Ulumbi, umbo, wahusika, matumizi ya msamiati mwafaka, kutoa muhtasari)
602202;602002;KIS_KSL_IND_2_2;Kuweza kusoma kwa kina. (Matumizi ya kamusi: mpangilio na maana za maneno)
602203;602002;KIS_KSL_IND_2_3;Kuweza kusoma kwa ufasaha. (Matamshi bora, kiwango kifaaacho cha sauti, kasi ifaayo, ishara zifaazo)
602204;602002;KIS_KSL_IND_2_4;Kuweza kusoma kwa mapana. (Kutambua na kuchagua matini ya kusoma, kutambua ujumbe na matumizi ya lugha)
602205;602002;KIS_KSL_IND_2_5;Kuweza kusoma kidijitali. (Kufungua faili ya kidijitali, matumizi ya vifaa vya kidijitali, kukarakana kwenye tovuti, volumu, kuchagua na kusoma matini, kutambua ujumbe na matumizi ya lugha.)
602301;602003;KIS_KSL_IND_3_1;Kuweza kuandika aina mbalimbali za insha (wasifu, masimulizi, maelezo na barua ya kirafiki) kwa kuzingatia vipengele vifuatavyo: muundo, ujumbe, mtindo na kanuni zifaazo za uandishi.
602302;602003;KIS_KSL_IND_3_2;Kuweza kuandika kwa tarakilishi. (Sehemu za tarakilishi, kufungua na kufunga tarakilishi, kuhifadhi).
602401;602004;KIS_KSL_IND_4_1;Kuweza kutambua na kutumia vinyume vya maneno na kuvitumia katika matini.
602402;602004;KIS_KSL_IND_4_2;Kuweza kutambua na kutumia viambishi vya nyakati katika vitenzi. (Wakati uliopita, uliopo na ujao)
602403;602004;KIS_KSL_IND_4_3;Kuweza kutambua maneno yaliyokanushwa, viambishi vya ukanushaji na kukanusha maneno ipasavyo. (Wakati uliopita, uliopo na ujao)
602404;602004;KIS_KSL_IND_4_4;Kuweza kutambua na kutumia aina mbalimbali za maneno katika lugha ya Kiswahili. (Vitenzi, viwakilishi, vielezi, viunganishi, vihusishi na vihisishi)
602405;602004;KIS_KSL_IND_4_5;Kuweza kutambua viambishi vya ngeli, nomino za ngeli na kutumia upatanisho wa kisarufi ipasavyo. (A-WA, U-I, KI-VI, LI-YA na LI-LI)
602406;602004;KIS_KSL_IND_4_6;Kuweza kutambua na kutumia vitenzi katika kauli mbalimbali. (kauli ya kutenda, kutendea na kutendwa)
604101;604001;AGRI_IND_1_1;Ability to explain conservation of resources of four resources in the environment (soil, water, fuel, wild animals).
604102;604001;AGRI_IND_1_2;Ability to conserve four resources in the environment (soil, water, fuel, wild animals).
604103;604001;AGRI_IND_1_3;Ability to show four aspects of responsibility in conservation of environmental resources (offers leadership, observes safety, shows initiative, shows dutifulness in tasks).
604201;604002;AGRI_IND_2_1;Ability to describe food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
604202;604002;AGRI_IND_2_2;Ability to carry out various food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
604203;604002;AGRI_IND_2_3;Ability to exhibit integrity in carrying out food production processes (utilising resources prudently, is accountable, shows honesty, applies ethically acceptable procedures).
604301;604003;AGRI_IND_3_1;Ability to describe practices that promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
604302;604003;AGRI_IND_3_2;Ability to apply health practices to promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
604303;604003;AGRI_IND_3_3;Ability to exhibit responsibility while undertaking health practices that promote hygiene (respects other learners’ property, offers leadership, accepts consequences, cares for property).
604401;604004;AGRI_IND_4_1;Ability to use tacking stitches in making an item (makes appropriate choice of stitch, makes the stitch, ensures evenness of the stitch and firmness of stitch to the purpose).
604402;604004;AGRI_IND_4_2;Ability to work in unity in making an item (sharing resources, working in teams, appreciating efforts of others, respects others’ opinions).
605101;605001;SCI_TECH_IND_1_1;Ability to identify characteristics of plants and animals.
605102;605001;SCI_TECH_IND_1_2;Ability to describe functions of external parts of a plant.
605103;605001;SCI_TECH_IND_1_3;Ability to identify parts of the human digestive system.
605104;605001;SCI_TECH_IND_1_4;Ability to develop a plan of maintaining a healthy human digestive system.
605201;605002;SCI_TECH_IND_2_1;Ability to describe the properties of the three states of matter.
605202;605002;SCI_TECH_IND_2_2;Ability to manage solid waste in the environment.
605203;605002;SCI_TECH_IND_2_3;Ability to outline the importance of conserving water at home and school.
605301;605003;SCI_TECH_IND_3_1;Ability to demonstrate the effects of force on objects in nature.
605302;605003;SCI_TECH_IND_3_2;Ability to identify sources of light in nature.
605303;605003;SCI_TECH_IND_3_3;Ability to explain the use of light in day-to-day life.
605304;605003;SCI_TECH_IND_3_4;Ability to demonstrate uses of heat in day-to-day life.
605305;605003;SCI_TECH_IND_3_5;Ability to describe safety measures when using heat.
606101;606001;MATH_IND_1_1;Ability to use place value and total value of numbers up to tens of thousands.
606102;606001;MATH_IND_1_2;Ability to read and write numbers in symbols and words.
606103;606001;MATH_IND_1_3;Ability to order and round off numbers up to 1000.
606104;606001;MATH_IND_1_4;Ability to identify factors and multiples of numbers up to 50.
606105;606001;MATH_IND_1_5;Ability to make patterns involving even and odd numbers up to 100.
606106;606001;MATH_IND_1_6;Ability to represent Hindu Arabic numerals using Roman numerals up to 'X'.
606107;606001;MATH_IND_1_7;Ability to add up to two 4-digit numbers with single and double regrouping.
606108;606001;MATH_IND_1_8;Ability to create patterns involving addition, subtraction and multiplication.
606109;606001;MATH_IND_1_9;Ability to subtract up to two 4-digit numbers with single and double regrouping.
606110;606001;MATH_IND_1_10;Ability to multiply up to a two-digit number by a two-digit number with and without regrouping.
606111;606001;MATH_IND_1_11;Ability to divide up to a two-digit number by a one-digit number with and without remainder.
606112;606001;MATH_IND_1_12;Ability to identify different types of fractions.
606113;606001;MATH_IND_1_13;Ability to convert improper fractions to mixed fractions and mixed fractions to improper fractions.
606114;606001;MATH_IND_1_14;Ability to identify a tenth or a hundredth in a decimal number.
606201;606002;MATH_IND_2_1;Ability to estimate and measure length in centimetres.
606202;606002;MATH_IND_2_2;Ability to establish the relationship between metres and centimetres.
606203;606002;MATH_IND_2_3;Ability to convert centimetres to metres and metres to centimetres.
606204;606002;MATH_IND_2_4;Ability to add, subtract, multiply and divide length in centimetres and metres.
606205;606002;MATH_IND_2_5;Ability to calculate the area of squares and rectangles as a product of number of rows and columns.
606206;606002;MATH_IND_2_6;Ability to work out the volume of cubes and cuboids by piling blocks.
606207;606002;MATH_IND_2_7;Ability to measure, add and subtract capacity in litres.
606208;606002;MATH_IND_2_8;Ability to measure, add and subtract mass of different objects in kilograms.
606209;606002;MATH_IND_2_9;Ability to read, tell and estimate time in a.m. and p.m.
606210;606002;MATH_IND_2_10;Ability to work out addition and subtraction involving units of time.
606211;606002;MATH_IND_2_11;Ability to convert shillings to cents and cents to shillings.
606212;606002;MATH_IND_2_12;Ability to work out the total cost of items in the shopping list of not more than ten thousand shillings.
606301;606003;MATH_IND_3_1;Ability to demonstrate a clockwise and an anti-clockwise turn in the environment.
606302;606003;MATH_IND_3_2;Ability to demonstrate a quarter turn, half turn and full turn in the environment.
606303;606003;MATH_IND_3_3;Ability to identify angles from the objects in the environment.
606304;606003;MATH_IND_3_4;Ability to draw the shapes of rectangles, squares, triangles, circles and ovals.
606305;606003;MATH_IND_3_5;Ability to make patterns using squares, rectangles and triangles.
606306;606003;MATH_IND_3_6;Ability to identify properties of triangles, squares and rectangles.
606401;606004;MATH_IND_4_1;Ability to identify and collect data of at most 10 items.
606402;606004;MATH_IND_4_2;Ability to record and interpret the raw data from the table.
607101;607001;REL_CRE_IND_1_1;Ability to make right choices in day-to-day life
607102;607001;REL_CRE_IND_1_2;Ability to list three attributes of God
607201;607002;REL_CRE_IND_2_1;Ability to retell Bible stories
607202;607002;REL_CRE_IND_2_2;Ability to list lessons learnt from the Bible stories
607203;607002;REL_CRE_IND_2_3;Ability to apply lessons learnt from the Bible stories in daily life
607301;607003;REL_CRE_IND_3_1;Ability to retell the annunciation of the birth of Jesus Christ
607302;607003;REL_CRE_IND_3_2;Ability to retell the birth of John the Baptist
607303;607003;REL_CRE_IND_3_3;Ability to retell three miracles performed by Jesus Christ
607304;607003;REL_CRE_IND_3_4;Ability to list lessons learnt from the miracles of Jesus Christ
607305;607003;REL_CRE_IND_3_5;Ability to apply lessons learnt from the teachings of Jesus Christ in daily life
607401;607004;REL_CRE_IND_4_1;Ability to explain how Christian values enhance harmonious co-existence
607402;607004;REL_CRE_IND_4_2;Ability to apply acquired Christian values in day-to-day life
607501;607005;REL_CRE_IND_5_1;Ability to participate in church activities
607502;607005;REL_CRE_IND_5_2;Ability to list the 12 disciples of Jesus Christ
607503;607005;REL_CRE_IND_5_3;Ability to recite the Lord's Prayer and pray for others
607504;607005;REL_CRE_IND_5_4;Ability to utilise the fruit of the Holy Spirit in making right decisions
607601;607006;REL_CRE_IND_6_1;Ability to use social media responsibly
608101;608001;REL_IRE_IND_1_1;Ability to read and recite seven selected surahs
608102;608001;REL_IRE_IND_1_2;Ability to explain the basic meaning of the selected surahs
608201;608002;REL_IRE_IND_2_1;Ability to read the selected hadith
608202;608002;REL_IRE_IND_2_2;Ability to deduce the teachings from the selected hadith
608301;608003;REL_IRE_IND_3_1;Ability to identify and use the attributes of Allah in supplication
608302;608003;REL_IRE_IND_3_2;Ability to apply the virtues of the prophets in day-to-day life
608401;608004;REL_IRE_IND_4_1;Ability to perform swalah while adhering to all its rules
608501;608005;REL_IRE_IND_5_1;Ability to assess the significance of kindness to Allah's creatures and Islamic code of dressing and uphold positive use of media
608502;608005;REL_IRE_IND_5_2;Ability to describe the evils of begging
608601;608006;REL_IRE_IND_6_1;Ability to uphold obligations to family members
608701;608007;REL_IRE_IND_7_1;Ability to describe the events of Prophet's mission in Makkah
609101;609001;REL_HIN_IND_1_1;Ability to state water bodies that are considered sacred as mentioned in the Scriptures
609102;609001;REL_HIN_IND_1_2;Ability to identify the role of water in our daily lives
609103;609001;REL_HIN_IND_1_3;Ability to specify the names of plants that are considered sacred in each faith
609201;609002;REL_HIN_IND_2_1;Ability to identify the contributions of Enlightened Beings
609202;609002;REL_HIN_IND_2_2;Ability to implement teachings of Enlightened Beings
609301;609003;REL_HIN_IND_3_1;Ability to explain the lessons learnt from the Scriptures
609302;609003;REL_HIN_IND_3_2;Ability to apply the teachings of the Scriptures
609401;609004;REL_HIN_IND_4_1;Ability to recite prayers
609402;609004;REL_HIN_IND_4_2;Ability to identify prayers performed for different occasions
609501;609005;REL_HIN_IND_5_1;Ability to state the importance of integrity in their daily lives
609502;609005;REL_HIN_IND_5_2;Ability to identify elements of integrity among peers and in society
609503;609005;REL_HIN_IND_5_3;Ability to state all ideal practices of a passenger during boarding and alighting for safety
609601;609006;REL_HIN_IND_6_1;Ability to name the types of Pranayam
609602;609006;REL_HIN_IND_6_2;Ability to display simple body postures
609701;609007;REL_HIN_IND_7_1;Ability to identify Principles of Dharma according to Sanatan/Vedic
609801;609008;REL_HIN_IND_8_1;Ability to identify the rites and rituals during the celebration of different festivals
609802;609008;REL_HIN_IND_8_2;Ability to relate the days of the week with the corresponding planets
610101;610001;CRE_ARTS_IND_1_1;Ability to create and/or execute various Creative Arts tasks such as rhythmic patterns, drawings, paintings, Netball skills, montages, clay modelling, and simple melodies.
610201;610002;CRE_ARTS_IND_2_1;Ability to perform and/or display Creative Arts skills such as recorder melodies, photography techniques, athletic techniques, various songs, and aquatic or animal-based games.
610301;610003;CRE_ARTS_IND_3_1;Ability to display, critique, participate in, or analyse various Creative Arts items such as drawings, paintings, photographs, Kenyan folk arts, sports activities, and cultural expressions.
612101;612001;SOC_STUD_IND_1_1;Ability to use the four cardinal points to give direction of places.
612102;612001;SOC_STUD_IND_1_2;Ability to identify the main physical features in the county.
612103;612001;SOC_STUD_IND_1_3;Ability to explain how the four seasons influence human activities in the county.
612104;612001;SOC_STUD_IND_1_4;Ability to explain the importance of the main historic built environments in the county.
612201;612002;SOC_STUD_IND_2_1;Ability to explain the benefits of interdependence of people in the county.
612202;612002;SOC_STUD_IND_2_2;Ability to describe patterns of population distribution in the county.
612301;612003;SOC_STUD_IND_3_1;Ability to identify the six aspects of traditional culture in the county.
612302;612003;SOC_STUD_IND_3_2;Ability to describe aspects of traditional culture in the county.
612303;612003;SOC_STUD_IND_3_3;Ability to narrate the history of the school.
612401;612004;SOC_STUD_IND_4_1;Ability to explain the importance of economic activities carried out in the county.
612402;612004;SOC_STUD_IND_4_2;Ability to identify industries in the county.
612403;612004;SOC_STUD_IND_4_3;Ability to identify the projects that can be initiated at school.
612501;612005;SOC_STUD_IND_5_1;Ability to identify qualities of good citizenship in school.
612502;612005;SOC_STUD_IND_5_2;Ability to develop strategies of living in peace with others in school.
612503;612005;SOC_STUD_IND_5_3;Ability to explain effects of the seven forms of child abuse in the community.
612504;612005;SOC_STUD_IND_5_4;Ability to identify democratic processes in school.
612505;612005;SOC_STUD_IND_5_5;Ability to describe the functions of the Children’s Government in school.
612506;612005;SOC_STUD_IND_5_6;Ability to demonstrate qualities of good leadership in the community.
612507;612005;SOC_STUD_IND_5_7;Ability to explain the roles of a member of county assembly.
701101;701001;ENG_IND_1_1;Ability to listen actively to a variety of oral texts to gain information.
701102;701001;ENG_IND_1_2;Ability to listen and participate actively in conversations in various settings for self-expression and effective communication.
701103;701001;ENG_IND_1_3;Ability to speak accurately with expression and at the right speed, with minimum hesitation for fluency in communication.
701201;701002;ENG_IND_2_1;Ability to read about 300 words fluently and accurately, at the right speed and with expression for effective communication.
701202;701002;ENG_IND_2_2;Ability to read grade-appropriate visuals, print and digital texts for comprehension and information.
701203;701002;ENG_IND_2_3;Ability to read a variety of grade-appropriate visual, digital and print texts for lifelong learning.
701301;701003;ENG_IND_3_1;Ability to use grammatical forms to communicate ideas, opinions and emotions appropriately in different settings for effective communication.
701401;701004;ENG_IND_4_1;Ability to use punctuation, paragraphing and spelling correctly for effective communication.
701402;701004;ENG_IND_4_2;Ability to write a variety of writings using the correct formats for effective communication.
701403;701004;ENG_IND_4_3;Ability to write creative works clearly and expressively for effective communication.
702101;702001;KIS_KSL_IND_1_1;Kuweza kuwasiliana kwa matamshi bora (Matamshi ya sauti zinazokaribiana: p/b, t/d, k/g, ch/j)
702102;702001;KIS_KSL_IND_1_2;Kuweza kuzungumza kwa ufasaha (Kwa kutumia maneno ya upole na mazungumzo ya kimikakati)
702103;702001;KIS_KSL_IND_1_3;Kuweza kusikiliza na kujibu ipasavyo (Maamkizi na maagano, ushairi, masimulizi)
702104;702001;KIS_KSL_IND_1_4;Kuweza kutumia lugha kiubunifu (Vitendawili, methali, nahau, visawe, tashbihi)
702201;702002;KIS_KSL_IND_2_1;Kuweza kusoma kwa ufasaha (Ulumbi, umbo, wahusika, matumizi ya msamiati mwafaka, kutoa muhtasari)
702202;702002;KIS_KSL_IND_2_2;Kuweza kusoma kwa kina. (Matumizi ya kamusi: mpangilio na maana za maneno)
702203;702002;KIS_KSL_IND_2_3;Kuweza kusoma kwa ufasaha. (Matamshi bora, kiwango kifaaacho cha sauti, kasi ifaayo, ishara zifaazo)
702204;702002;KIS_KSL_IND_2_4;Kuweza kusoma kwa mapana. (Kutambua na kuchagua matini ya kusoma, kutambua ujumbe na matumizi ya lugha)
702205;702002;KIS_KSL_IND_2_5;Kuweza kusoma kidijitali. (Kufungua faili ya kidijitali, matumizi ya vifaa vya kidijitali, kukarakana kwenye tovuti, volumu, kuchagua na kusoma matini, kutambua ujumbe na matumizi ya lugha.)
702301;702003;KIS_KSL_IND_3_1;Kuweza kuandika aina mbalimbali za insha (wasifu, masimulizi, maelezo na barua ya kirafiki) kwa kuzingatia vipengele vifuatavyo: muundo, ujumbe, mtindo na kanuni zifaazo za uandishi.
702302;702003;KIS_KSL_IND_3_2;Kuweza kuandika kwa tarakilishi. (Sehemu za tarakilishi, kufungua na kufunga tarakilishi, kuhifadhi).
702401;702004;KIS_KSL_IND_4_1;Kuweza kutambua na kutumia vinyume vya maneno na kuvitumia katika matini.
702402;702004;KIS_KSL_IND_4_2;Kuweza kutambua na kutumia viambishi vya nyakati katika vitenzi. (Wakati uliopita, uliopo na ujao)
702403;702004;KIS_KSL_IND_4_3;Kuweza kutambua maneno yaliyokanushwa, viambishi vya ukanushaji na kukanusha maneno ipasavyo. (Wakati uliopita, uliopo na ujao)
702404;702004;KIS_KSL_IND_4_4;Kuweza kutambua na kutumia aina mbalimbali za maneno katika lugha ya Kiswahili. (Vitenzi, viwakilishi, vielezi, viunganishi, vihusishi na vihisishi)
702405;702004;KIS_KSL_IND_4_5;Kuweza kutambua viambishi vya ngeli, nomino za ngeli na kutumia upatanisho wa kisarufi ipasavyo. (A-WA, U-I, KI-VI, LI-YA na LI-LI)
702406;702004;KIS_KSL_IND_4_6;Kuweza kutambua na kutumia vitenzi katika kauli mbalimbali. (kauli ya kutenda, kutendea na kutendwa)
704101;704001;AGRI_IND_1_1;Ability to explain conservation of resources of four resources in the environment (soil, water, fuel, wild animals).
704102;704001;AGRI_IND_1_2;Ability to conserve four resources in the environment (soil, water, fuel, wild animals).
704103;704001;AGRI_IND_1_3;Ability to show four aspects of responsibility in conservation of environmental resources (offers leadership, observes safety, shows initiative, shows dutifulness in tasks).
704201;704002;AGRI_IND_2_1;Ability to describe food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
704202;704002;AGRI_IND_2_2;Ability to carry out various food production processes at household level (direct sowing of seeds, growing of fruits, uses of domestic animals, balanced diet, boiling and shallow frying).
704203;704002;AGRI_IND_2_3;Ability to exhibit integrity in carrying out food production processes (utilising resources prudently, is accountable, shows honesty, applies ethically acceptable procedures).
704301;704003;AGRI_IND_3_1;Ability to describe practices that promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
704302;704003;AGRI_IND_3_2;Ability to apply health practices to promote hygiene (personal hygiene, domestic hygiene and cleaning personal protective equipment).
704303;704003;AGRI_IND_3_3;Ability to exhibit responsibility while undertaking health practices that promote hygiene (respects other learners’ property, offers leadership, accepts consequences, cares for property).
704401;704004;AGRI_IND_4_1;Ability to use tacking stitches in making an item (makes appropriate choice of stitch, makes the stitch, ensures evenness of the stitch and firmness of stitch to the purpose).
704402;704004;AGRI_IND_4_2;Ability to work in unity in making an item (sharing resources, working in teams, appreciating efforts of others, respects others’ opinions).
705101;705001;SCI_TECH_IND_1_1;Ability to identify characteristics of plants and animals.
705102;705001;SCI_TECH_IND_1_2;Ability to describe functions of external parts of a plant.
705103;705001;SCI_TECH_IND_1_3;Ability to identify parts of the human digestive system.
705104;705001;SCI_TECH_IND_1_4;Ability to develop a plan of maintaining a healthy human digestive system.
705201;705002;SCI_TECH_IND_2_1;Ability to describe the properties of the three states of matter.
705202;705002;SCI_TECH_IND_2_2;Ability to manage solid waste in the environment.
705203;705002;SCI_TECH_IND_2_3;Ability to outline the importance of conserving water at home and school.
705301;705003;SCI_TECH_IND_3_1;Ability to demonstrate the effects of force on objects in nature.
705302;705003;SCI_TECH_IND_3_2;Ability to identify sources of light in nature.
705303;705003;SCI_TECH_IND_3_3;Ability to explain the use of light in day-to-day life.
705304;705003;SCI_TECH_IND_3_4;Ability to demonstrate uses of heat in day-to-day life.
705305;705003;SCI_TECH_IND_3_5;Ability to describe safety measures when using heat.
706101;706001;MATH_IND_1_1;Ability to use place value and total value of numbers up to tens of thousands.
706102;706001;MATH_IND_1_2;Ability to read and write numbers in symbols and words.
706103;706001;MATH_IND_1_3;Ability to order and round off numbers up to 1000.
706104;706001;MATH_IND_1_4;Ability to identify factors and multiples of numbers up to 50.
706105;706001;MATH_IND_1_5;Ability to make patterns involving even and odd numbers up to 100.
706106;706001;MATH_IND_1_6;Ability to represent Hindu Arabic numerals using Roman numerals up to 'X'.
706107;706001;MATH_IND_1_7;Ability to add up to two 4-digit numbers with single and double regrouping.
706108;706001;MATH_IND_1_8;Ability to create patterns involving addition, subtraction and multiplication.
706109;706001;MATH_IND_1_9;Ability to subtract up to two 4-digit numbers with single and double regrouping.
706110;706001;MATH_IND_1_10;Ability to multiply up to a two-digit number by a two-digit number with and without regrouping.
706111;706001;MATH_IND_1_11;Ability to divide up to a two-digit number by a one-digit number with and without remainder.
706112;706001;MATH_IND_1_12;Ability to identify different types of fractions.
706113;706001;MATH_IND_1_13;Ability to convert improper fractions to mixed fractions and mixed fractions to improper fractions.
706114;706001;MATH_IND_1_14;Ability to identify a tenth or a hundredth in a decimal number.
706201;706002;MATH_IND_2_1;Ability to estimate and measure length in centimetres.
706202;706002;MATH_IND_2_2;Ability to establish the relationship between metres and centimetres.
706203;706002;MATH_IND_2_3;Ability to convert centimetres to metres and metres to centimetres.
706204;706002;MATH_IND_2_4;Ability to add, subtract, multiply and divide length in centimetres and metres.
706205;706002;MATH_IND_2_5;Ability to calculate the area of squares and rectangles as a product of number of rows and columns.
706206;706002;MATH_IND_2_6;Ability to work out the volume of cubes and cuboids by piling blocks.
706207;706002;MATH_IND_2_7;Ability to measure, add and subtract capacity in litres.
706208;706002;MATH_IND_2_8;Ability to measure, add and subtract mass of different objects in kilograms.
706209;706002;MATH_IND_2_9;Ability to read, tell and estimate time in a.m. and p.m.
706210;706002;MATH_IND_2_10;Ability to work out addition and subtraction involving units of time.
706211;706002;MATH_IND_2_11;Ability to convert shillings to cents and cents to shillings.
706212;706002;MATH_IND_2_12;Ability to work out the total cost of items in the shopping list of not more than ten thousand shillings.
706301;706003;MATH_IND_3_1;Ability to demonstrate a clockwise and an anti-clockwise turn in the environment.
706302;706003;MATH_IND_3_2;Ability to demonstrate a quarter turn, half turn and full turn in the environment.
706303;706003;MATH_IND_3_3;Ability to identify angles from the objects in the environment.
706304;706003;MATH_IND_3_4;Ability to draw the shapes of rectangles, squares, triangles, circles and ovals.
706305;706003;MATH_IND_3_5;Ability to make patterns using squares, rectangles and triangles.
706306;706003;MATH_IND_3_6;Ability to identify properties of triangles, squares and rectangles.
706401;706004;MATH_IND_4_1;Ability to identify and collect data of at most 10 items.
706402;706004;MATH_IND_4_2;Ability to record and interpret the raw data from the table.
707101;707001;REL_CRE_IND_1_1;Ability to make right choices in day-to-day life
707102;707001;REL_CRE_IND_1_2;Ability to list three attributes of God
707201;707002;REL_CRE_IND_2_1;Ability to retell Bible stories
707202;707002;REL_CRE_IND_2_2;Ability to list lessons learnt from the Bible stories
707203;707002;REL_CRE_IND_2_3;Ability to apply lessons learnt from the Bible stories in daily life
707301;707003;REL_CRE_IND_3_1;Ability to retell the annunciation of the birth of Jesus Christ
707302;707003;REL_CRE_IND_3_2;Ability to retell the birth of John the Baptist
707303;707003;REL_CRE_IND_3_3;Ability to retell three miracles performed by Jesus Christ
707304;707003;REL_CRE_IND_3_4;Ability to list lessons learnt from the miracles of Jesus Christ
707305;707003;REL_CRE_IND_3_5;Ability to apply lessons learnt from the teachings of Jesus Christ in daily life
707401;707004;REL_CRE_IND_4_1;Ability to explain how Christian values enhance harmonious co-existence
707402;707004;REL_CRE_IND_4_2;Ability to apply acquired Christian values in day-to-day life
707501;707005;REL_CRE_IND_5_1;Ability to participate in church activities
707502;707005;REL_CRE_IND_5_2;Ability to list the 12 disciples of Jesus Christ
707503;707005;REL_CRE_IND_5_3;Ability to recite the Lord's Prayer and pray for others
707504;707005;REL_CRE_IND_5_4;Ability to utilise the fruit of the Holy Spirit in making right decisions
707601;707006;REL_CRE_IND_6_1;Ability to use social media responsibly
708101;708001;REL_IRE_IND_1_1;Ability to read and recite seven selected surahs
708102;708001;REL_IRE_IND_1_2;Ability to explain the basic meaning of the selected surahs
708201;708002;REL_IRE_IND_2_1;Ability to read the selected hadith
708202;708002;REL_IRE_IND_2_2;Ability to deduce the teachings from the selected hadith
708301;708003;REL_IRE_IND_3_1;Ability to identify and use the attributes of Allah in supplication
708302;708003;REL_IRE_IND_3_2;Ability to apply the virtues of the prophets in day-to-day life
708401;708004;REL_IRE_IND_4_1;Ability to perform swalah while adhering to all its rules
708501;708005;REL_IRE_IND_5_1;Ability to assess the significance of kindness to Allah's creatures and Islamic code of dressing and uphold positive use of media
708502;708005;REL_IRE_IND_5_2;Ability to describe the evils of begging
708601;708006;REL_IRE_IND_6_1;Ability to uphold obligations to family members
708701;708007;REL_IRE_IND_7_1;Ability to describe the events of Prophet's mission in Makkah
709101;709001;REL_HIN_IND_1_1;Ability to state water bodies that are considered sacred as mentioned in the Scriptures
709102;709001;REL_HIN_IND_1_2;Ability to identify the role of water in our daily lives
709103;709001;REL_HIN_IND_1_3;Ability to specify the names of plants that are considered sacred in each faith
709201;709002;REL_HIN_IND_2_1;Ability to identify the contributions of Enlightened Beings
709202;709002;REL_HIN_IND_2_2;Ability to implement teachings of Enlightened Beings
709301;709003;REL_HIN_IND_3_1;Ability to explain the lessons learnt from the Scriptures
709302;709003;REL_HIN_IND_3_2;Ability to apply the teachings of the Scriptures
709401;709004;REL_HIN_IND_4_1;Ability to recite prayers
